name,brand,price (đ),link_item,link_img,resolution,size,rate,quantity_sale,original price (đ),discount percent
Điện thoại Xiaomi Redmi Note 13 8GB/128GB,Xiaomi,4040000,https://www.thegioididong.com/dtdd/xiaomi-redmi-note-13,https://cdn.tgdd.vn/Products/Images/42/309831/xiaomi-redmi-note-13-black-thumb-600x600.jpg,Full HD+,6.67,4.9,173800.0,2490000,23
Điện thoại OPPO Find X8 5G 16GB/512GB Hồng,OPPO,22990000,https://www.thegioididong.com/dtdd/oppo-find-x8-hong,https://cdn.tgdd.vn/Products/Images/42/334168/oppo-find-x8-pink-thumbnew-600x600.jpg,1.5K+,6.59,5.0,26.0,0,0
Điện thoại OPPO Find X8 Pro 5G 16GB/512GB,OPPO,29990000,https://www.thegioididong.com/dtdd/oppo-find-x8-pro,https://cdn.tgdd.vn/Products/Images/42/322129/oppo-find-x8-pro-white-thumb-600x600.jpg,1.5K+,6.78,5.0,174.0,0,0
Điện thoại realme 12 8GB/256GB,realme,7290000,https://www.thegioididong.com/dtdd/realme-12,https://cdn.tgdd.vn/Products/Images/42/319466/realme-12-green-thumb-600x600.jpg,Full HD+,6.67,4.9,3400.0,5290000,8
Điện thoại vivo Y03 4GB/128GB,vivo,3290000,https://www.thegioididong.com/dtdd/vivo-y03,https://cdn.tgdd.vn/Products/Images/42/322996/vivo-y03-xanh-thumb-1-600x600.jpg,HD+,6.56,4.9,46800.0,0,0
Điện thoại realme Note 60 6GB/128GB,realme,3790000,https://www.thegioididong.com/dtdd/realme-note-60,https://cdn.tgdd.vn/Products/Images/42/329330/realme-note-60-black-thumb-600x600.jpg,HD+,6.745,5.0,12300.0,0,0
Điện thoại vivo V30e 5G 12GB/256GB,vivo,9790000,https://www.thegioididong.com/dtdd/vivo-v30e-12gb,https://cdn.tgdd.vn/Products/Images/42/325136/vivo-v30e-nau-thumb-1-600x600.jpg,Full HD+,6.78,4.9,3700.0,7990000,6
Điện thoại realme Note 50 3GB/64GB,realme,2490000,https://www.thegioididong.com/dtdd/realme-note-50-64gb,https://cdn.tgdd.vn/Products/Images/42/321434/realme-note-50-blue-thumb-600x600.jpg,HD+,6.74,4.9,56700.0,0,0
Điện thoại vivo V30 5G 12GB/512GB,vivo,12990000,https://www.thegioididong.com/dtdd/vivo-v30,https://cdn.tgdd.vn/Products/Images/42/319214/vivo-v30-5g-xanh-thumb-600x600.jpg,1.5K,6.78,4.9,4700.0,0,0
Điện thoại realme C61 4GB/128GB,realme,3590000,https://www.thegioididong.com/dtdd/realme-c61-4gb-128gb,https://cdn.tgdd.vn/Products/Images/42/327975/realme-c61-gold-thumb-600x600.jpg,HD+,6.745,5.0,105.0,0,0
Điện thoại Viettel Sumo 4G T2,Viettel,550000,https://www.thegioididong.com/dtdd/viettel-sumo-4g-t2,https://cdn.tgdd.vn/Products/Images/42/330028/viettel-sumo-4g-t2-black-thumb-600x600.jpg,QVGA,2.4,4.9,48700.0,0,0
Điện thoại Samsung Galaxy A55 5G 12GB/256GB,Samsung,10090000,https://www.thegioididong.com/dtdd/samsung-galaxy-a55-5g,https://cdn.tgdd.vn/Products/Images/42/322096/samsung-galaxy-a55-5g-xanh-thumb-1-600x600.jpg,Full HD+,6.6,4.9,59700.0,10490000,15
Điện thoại Benco 4G G3,Benco,380000,https://www.thegioididong.com/dtdd/benco-4g-g3,https://cdn.tgdd.vn/Products/Images/42/330485/benco-4g-g3-xanh-thumb-600x600.jpg,QQVGA,1.77,4.9,33400.0,0,0
Điện thoại Nokia 105 4G Pro,Nokia,680000,https://www.thegioididong.com/dtdd/nokia-105-4g-pro,https://cdn.tgdd.vn/Products/Images/42/311033/nokia-105-4g-xanh-thumbnail-600x600.jpg,QQVGA,1.77,4.9,259700.0,0,0
Điện thoại Mobell M239 4G,Mobell,440000,https://www.thegioididong.com/dtdd/mobell-m239,https://cdn.tgdd.vn/Products/Images/42/284122/mobell-m239-xanh-thumb-1-600x600.jpg,QQVGA,1.77,4.9,111800.0,0,0
