name,brand,price (đ),link_item,link_img,ram (GB),rom (GB),rom_type,rate,quantity_sale,original price (đ),discount percent
Laptop HP Envy X360 14 fc0153TU Ultra 7 155U/32GB/512GB/Touch/Pen/Office365/Win11 (AY8V4PA),HP,34590000,https://www.thegioididong.com/laptop/hp-envy-x360-14-fc0153tu-ultra-7-ay8v4pa,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/331527/hp-envy-x360-14-fc0153tu-ultra-7-ay8v4pa-thumb-638659855060455060-600x600.jpg,32,512,SSD ,0.0,0.0,35990000,0
Laptop Apple MacBook Pro 16 inch M4 Max 36GB/1TB,MacBook,88090000,https://www.thegioididong.com/laptop/macbook-pro-16-inch-m4-max-36gb-1tb,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/331579/macbook-pro-16-inch-m4-max-36gb-1tb-011124-122542-080-600x600.jpg,48,1024,SSD ,5.0,3.0,89990000,0
Laptop HP OMEN Transcend 14 fb0135TX Ultra 7 155H/16GB/1TB/8GB RTX4060/120Hz/Win11 (AY8V1PA),HP,59990000,https://www.thegioididong.com/laptop/hp-omen-14-fb0135tx-ultra-7-ay8v1pa,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/332274/hp-omen-14-fb0135tx-ultra-7-ay8v1pa-thumb-638683225582764621-600x600.jpg,16,1024,SSD ,0.0,0.0,65990000,9
Laptop Lenovo IdeaPad 5 2in1 14Q8X9 X1P 42 100/16GB/512GB/Touch/Win11 (83GH001FVN),Lenovo,24490000,https://www.thegioididong.com/laptop/lenovo-ideapad-5-2in1-14q8x9-x1p-42-100-83gh001fvn,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/332362/lenovo-ideapad-5-2in1-14q8x9-x1p-42-100-83gh001fvn-thumb-638679557533135171-600x600.jpg,16,512,SSD ,0.0,0.0,25990000,5
Laptop Lenovo IdeaPad Flex 5 14ABR8 R7 7730U/16GB/512GB/Touch/Win11 (82XX00DLVN),Lenovo,18990000,https://www.thegioididong.com/laptop/lenovo-ideapad-flex-5-14abr8-r7-7730u-82xx00dlvn,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/332363/lenovo-ideapad-flex-5-14abr8-r7-7730u-82xx00dlvn-thumb-638679557666049233-600x600.jpg,16,512,SSD ,0.0,0.0,0,0
Laptop Lenovo ThinkPad X1 Carbon Ultra 7 155H/32GB/1TB/Win11 Pro (21KC008NVN),Lenovo,55390000,https://www.thegioididong.com/laptop/lenovo-thinkpad-x1-carbon-ultra-7-21kc008nvn,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/332374/lenovo-thinkpad-x1-carbon-ultra-7-21kc008nvn-thumb-638679574240986098-600x600.jpg,32,1024,SSD ,0.0,0.0,56390000,0
Laptop Lenovo ThinkPad X1 Carbon Ultra 7 165U/64GB/1TB/120Hz/Win11 Pro (21KC00AGVN),Lenovo,65390000,https://www.thegioididong.com/laptop/lenovo-thinkpad-x1-carbon-ultra-7-21kc00agvn,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/332376/lenovo-thinkpad-x1-carbon-ultra-7-21kc00agvn-thumb-638679579769147029-600x600.jpg,64,1024,SSD ,0.0,0.0,0,0
Laptop Lenovo Yoga 7 2in1 14IML9 Ultra 5 125H/16GB/512GB/Touch/Office/Win11 (83DJ00DMVN),Lenovo,26990000,https://www.thegioididong.com/laptop/lenovo-yoga-7-2in1-14iml9-ultra-5-83dj00dmvn,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/332377/lenovo-yoga-7-2in1-14iml9-ultra-5-83dj00dmvn-thumb-638679578583866767-600x600.jpg,16,512,SSD ,0.0,0.0,0,0
Laptop Asus Vivobook S 14 S5406MA Ultra 5 125H/16GB/512GB/120Hz/OfficeHS/Win11 (PP046WS),Asus,24990000,https://www.thegioididong.com/laptop/asus-vivobook-s-14-s5406ma-ultra-5-pp046ws,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/333097/asus-vivobook-s-14-s5406ma-ultra-5-pp046ws-thumb-638700308566120759-600x600.jpg,16,512,SSD ,0.0,0.0,26990000,7
Laptop Lenovo IdeaPad Slim 5 14IMH9 Ultra 5 125H/16GB/1TB/Win11 (83DA006TVN),Lenovo,23690000,https://www.thegioididong.com/laptop/lenovo-ideapad-slim-5-14imh9-ultra-5-83da006tvn,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/333187/lenovo-ideapad-slim-5-14imh9-ultra-5-83da006tvn-thumb-638701149782276526-600x600.jpg,16,1024,SSD ,0.0,0.0,0,0
Laptop Lenovo Gaming LOQ Essential 15IAX9E i5 12450HX/12GB/512GB/6GB RTX3050/144Hz/Win11 (83LK0036VN),Lenovo,19990000,https://www.thegioididong.com/laptop/lenovo-loq-15iax9e-i5-83lk0036vn,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/333188/lenovo-loq-15iax9e-i5-83lk0036vn-thumb-638701149346561586-600x600.jpg,12,512,SSD ,0.0,1.0,21990000,9
Laptop Lenovo Legion 7 16IRX9 i9 14900H/32GB/1TB/8GB RTX4070/165Hz/Win11,Lenovo,61990000,https://www.thegioididong.com/laptop/lenovo-legion-7-16irx9-i9-83fd004mvn,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/333189/lenovo-legion-7-16irx9-i9-83fd004mvn-thumb-638701583200626538-600x600.jpg,32,1024,SSD ,0.0,0.0,66990000,7
Laptop Lenovo Yoga Pro 7 14ASP9 R9 AI 365/32GB/1TB/120Hz/OfficeHS/Win11 (83HN0022VN),Lenovo,39990000,https://www.thegioididong.com/laptop/lenovo-yoga-pro-7-14asp9-r9-83hn0022vn,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/333195/lenovo-yoga-pro-7-14asp9-r9-83hn0022vn-thumb-638701582887451338-600x600.jpg,32,1024,SSD ,0.0,0.0,41990000,0
Laptop Lenovo Yoga Pro 7 14IMH9 Ultra 7 155H/32GB/1TB/6GB RTX4050/120Hz/OfficeHS/Win11 (83E2006MVN),Lenovo,46290000,https://www.thegioididong.com/laptop/lenovo-yoga-pro-7-14imh9-ultra-7-83e2006mvn,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/333196/lenovo-yoga-pro-7-14imh9-ultra-7-83e2006mvn-thumb-638701155856805085-600x600.jpg,32,1024,SSD ,0.0,0.0,47290000,0
Laptop Lenovo Yoga Slim 7 15ILL9 Ultra 7 258V/32GB/1TB/120Hz/Touch/OfficeHS/Win11 (83HM000GVN),Lenovo,42490000,https://www.thegioididong.com/laptop/lenovo-yoga-slim-7-15ill9-ultra-7-83hm000gvn,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/333197/lenovo-yoga-slim-7-15ill9-ultra-7-83hm000gvn-thumb-638701583016858840-600x600.jpg,32,1024,SSD ,0.0,0.0,42990000,0
Laptop Acer Aspire 16 AI A16 71M 59L5 Ultra 5 125H/16GB/512GB/Win11 (NX.J4YSV.001),Acer,19990000,https://www.thegioididong.com/laptop/acer-aspire-16-ai-a16-71m-59l5-ultra-5-nxj4ysv001,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/333424/acer-aspire-16-ai-a16-71m-59l5-ultra-5-nxj4ysv001-thumb-638707339254153390-600x600.jpg,16,512,SSD ,0.0,0.0,0,0
Laptop Acer Aspire 16 AI A16 71M 71U7 Ultra 7 155H/16GB/512GB/Win11 (NX.J4YSV.002),Acer,22990000,https://www.thegioididong.com/laptop/acer-aspire-16-ai-a16-71m-71u7-ultra-7-nxj4ysv002,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/333425/acer-aspire-16-ai-a16-71m-71u7-ultra-7-nxj4ysv002-thumb-638707341955139883-600x600.jpg,16,512,SSD ,0.0,0.0,0,0
Laptop LG Gram 14Z90S Ultra 5 125H/16GB/512GB/Win11 (14Z90S-G.AH55A5),LG,33690000,https://www.thegioididong.com/laptop/lg-gram-14z90s-ultra-5-14z90sgah55a5,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/333811/lg-gram-14z90s-ultra-5-14z90sgah55a5-thumb-638715852557876767-600x600.jpg,16,512,SSD ,0.0,0.0,36290000,7
Laptop LG Gram 14Z90S Ultra 7 155H/16GB/512GB/Win11 (14Z90S-G.AH75A5),LG,38190000,https://www.thegioididong.com/laptop/lg-gram-14z90s-ultra-7-14z90sgah75a5,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/333812/lg-gram-14z90s-ultra-7-14z90sgah75a5-thumb-638715853671607931-600x600.jpg,16,512,SSD ,0.0,0.0,41390000,7
Laptop LG Gram 16Z90S Ultra 7 155H/16GB/512GB/Win11 (16Z90S-G.AH76A5),LG,42190000,https://www.thegioididong.com/laptop/lg-gram-16z90s-ultra-7-16z90sgah76a5,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/333813/lg-gram-16z90s-ultra-7-16z90sgah76a5-thumb-638715875314530538-600x600.jpg,16,512,SSD ,0.0,0.0,45490000,7
Laptop LG Gram 17Z90S Ultra 7 155H/16GB/1TB/Win11 (17Z90S-G.AH78A5),LG,45690000,https://www.thegioididong.com/laptop/lg-gram-17z90s-ultra-7-17z90sgah78a5,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/333814/lg-gram-17z90s-ultra-7-17z90sgah78a5-thumb-638715957651920321-600x600.jpg,16,1024,SSD ,0.0,0.0,49290000,7
Laptop LG Gram 16Z90SP Ultra 7 155H/16GB/512GB/Win11 (16Z90SP-K.AH78A5),LG,47690000,https://www.thegioididong.com/laptop/lg-gram-16z90sp-ultra-7-16z90spkah78a5,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/333815/lg-gram-16z90sp-ultra-7-16z90spkah78a5-thumb-638715877645119581-600x600.jpg,16,512,SSD ,0.0,0.0,51400000,7
Laptop Dell Inspiron 15 3520 i5 1235U/16GB/512GB/120Hz/OfficeHS/Win11 (N5I5057W1),Dell,16490000,https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i5-n5i5057w1,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/333886/dell-inspiron-15-3520-i5-n5i5057w1-thumb-638724479502981189-600x600.jpg,16,512,SSD ,0.0,0.0,16990000,0
