name,brand,price (đ),link_item,link_img,ram (GB),rom (GB),rom_type,rate,quantity_sale,original price (đ),discount percent
Laptop Acer Gaming Aspire 5 A515 58GM 53PZ i5 13420H/8GB/512GB/4GB RTX2050/Win11 (NX.KQ4SV.008),Acer,14990000,https://www.thegioididong.com/laptop/acer-aspire-a515-58gm-53pz-i5-nxkq4sv008,https://cdn.tgdd.vn/Products/Images/44/325699/acer-aspire-a515-58gm-53pz-i5-nxkq4sv008-thumb-1-600x600.jpg,8,512,SSD ,4.9,786.0,20490000,26
Laptop Asus Vivobook 15 OLED A1505VA i5 13500H/16GB/512GB/Chuột/Win11 (L1341W),Asus,17990000,https://www.thegioididong.com/laptop/asus-vivobook-15-oled-a1505va-i5-l1341w,https://cdn.tgdd.vn/Products/Images/44/310839/asus-vivobook-15-oled-a1505va-i5-l1341w-thumb-600x600.jpg,16,512,SSD ,4.9,3400.0,19990000,10
Laptop Acer Swift Go 14 41 R251 R5 7430U/16GB/1TB/Win11 (NX.KG3SV.005),Acer,17990000,https://www.thegioididong.com/laptop/acer-swift-go-14-41-r251-r5-nxkg3sv005,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/327506/acer-swift-go-14-41-r251-r5-nxkg3sv005-thumb-laptop-638632055248496672-600x600.jpg,16,1024,SSD ,5.0,390.0,19490000,7
Laptop Dell Vostro 15 3520 i5 1235U/8GB/512GB/120Hz/OfficeHS/Win11 (5M2TT2),Dell,14490000,https://www.thegioididong.com/laptop/dell-vostro-15-3520-i5-5m2tt2,https://cdn.tgdd.vn/Products/Images/44/303835/dell-vostro-15-3520-i5-5m2tt2-thumb-laptop-600x600.jpg,8,512,SSD ,4.9,2100.0,15490000,6
Laptop Asus TUF Gaming F15 FX507ZC4 i7 12700H/16GB/512GB/4GB RTX3050/144Hz/Win11 (HN181W),Asus,23490000,https://www.thegioididong.com/laptop/asus-fx507zc4-i7-hn181w,https://cdn.tgdd.vn/Products/Images/44/327974/asus-fx507zc4-i7-hn181w-thumb-600x600.jpg,16,512,SSD ,5.0,1100.0,26990000,12
Laptop HP Pavilion 15 eg2081TU i5 1240P/16GB/512GB/Win11 (7C0Q4PA),HP,16390000,https://www.thegioididong.com/laptop/hp-pavilion-15-eg2081tu-i5-7c0q4pa,https://cdn.tgdd.vn/Products/Images/44/309565/hp-pavilion-15-eg2081tu-i5-7c0q4pa-thumb-600x600.jpg,16,512,SSD ,4.9,4400.0,20990000,21
Laptop MSI Gaming Cyborg 15 A13VEK i7 13620H/16GB/512GB/6GB RTX4050/144Hz/Balo/Win11 (1423VN),MSI,24690000,https://www.thegioididong.com/laptop/msi-cyborg-15-a13vek-i7-1423vn,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/327707/msi-cyborg-15-a13vek-i7-1423vn-thumb-638622527904312717-600x600.jpg,16,512,SSD ,5.0,369.0,26990000,8
Laptop HP 15s fq5147TU i7 1255U/8GB/512GB/Win11 (7C133PA),HP,17690000,https://www.thegioididong.com/laptop/hp-15s-fq5147tu-i7-7c133pa?utm_flashsale=1,https://cdn.tgdd.vn/Products/Images/44/305917/hp-15s-fq5147tu-i7-7c133pa-thumb-600x600.jpg,8,512,SSD ,4.9,2400.0,20890000,15
Laptop HP 15 fd1063TU Ultra 5 125H/16GB/512GB/Win11 (9Z2Y1PA),HP,18690000,https://www.thegioididong.com/laptop/hp-15-fd1063tu-ultra-5-9z2y1pa?utm_flashsale=1,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/327097/hp-15-fd1063tu-ultra-5-9z2y1pa-thumb-638624258101656316-600x600.jpg,16,512,SSD ,5.0,558.0,20990000,10
Laptop Lenovo ThinkBook 14 G6 i7 1355U/16GB/512GB/Win11 (21KG00BQVN),Lenovo,21190000,https://www.thegioididong.com/laptop/lenovo-thinkbook-14-g6-i7-21kg00bqvn,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/332367/lenovo-thinkbook-14-g6-i7-21kg00bqvn-thumb-638679566185518169-600x600.jpg,16,512,SSD ,5.0,17.0,22990000,7
Laptop Acer Gaming Nitro 5 Tiger AN515 58 52SP i5 12500H/8GB/512GB/4GB RTX3050/144Hz/Win11 (NH.QFHSV.001),Acer,18990000,https://www.thegioididong.com/laptop/acer-nitro-5-tiger-an515-58-52sp-i5-nhqfhsv001,https://cdn.tgdd.vn/Products/Images/44/272282/acer-nitro-5-tiger-an515-58-52sp-i5-nhqfhsv001-180222-043416-600x600.jpg,8,512,SSD ,4.9,994.0,27990000,32
Laptop Dell Inspiron 15 3520 i5 1235U/16GB/512GB/120Hz/OfficeHS/KYHD/Win11 (71043883),Dell,15990000,https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i5-71043883,https://cdn.tgdd.vn/Products/Images/44/328944/dell-inspiron-15-3520-i5-71043883-thumb-600x600.jpg,16,512,SSD ,5.0,1300.0,16990000,5
Laptop Acer Gaming Aspire 7 A715 76G 5806 i5 12450H/16GB/512GB/4GB RTX3050/144Hz/Win11 (NH.QMFSV.002),Acer,18990000,https://www.thegioididong.com/laptop/acer-aspire-7-gaming-a715-76g-5806-i5-nhqmfsv002,https://cdn.tgdd.vn/Products/Images/44/313177/acer-aspire-7-gaming-a715-76g-5806-i5-nhqmfsv002-thumb-600x600.jpg,16,512,SSD ,4.9,899.0,22990000,17
Laptop HP Pavilion 15 eg3091TU i7 1355U/16GB/512GB/Win11 (8C5L2PA),HP,24190000,https://www.thegioididong.com/laptop/hp-pavilion-15-eg3091tu-i7-8c5l2pa,https://cdn.tgdd.vn/Products/Images/44/311177/hp-pavilion-15-eg3091tu-i7-8c5l2pa-thumb-600x600.jpg,16,512,SSD ,4.9,1200.0,25290000,0
Laptop HP Pavilion 15 eg2088TU i7 1260P/16GB/512GB/Win11 (7C0R0PA),HP,22590000,https://www.thegioididong.com/laptop/hp-pavilion-15-eg2088tu-i7-7c0r0pa,https://cdn.tgdd.vn/Products/Images/44/302209/hp-pavilion-15-eg2088tu-i7-7c0r0pa-thumb-600x600.jpg,16,512,SSD ,4.9,1500.0,25290000,10
Laptop MSI Gaming GF63 Thin 12UC i7 12650H/8GB/512GB/4GB RTX3050/144Hz/Win11 (887VN),MSI,18690000,https://www.thegioididong.com/laptop/msi-gaming-gf63-thin-12uc-i7-887vn,https://cdn.tgdd.vn/Products/Images/44/316941/msi-gaming-gf63-thin-12uc-i7-887vn-glr-thumb-600x600.jpg,8,512,SSD ,5.0,1000.0,20990000,10
Laptop Asus TUF Gaming A15 FA506NF R5 7535HS/16GB/512GB/4GB RTX2050/144Hz/Win11 (HN012W),Asus,17490000,https://www.thegioididong.com/laptop/asus-tuf-gaming-a15-fa506nf-r5-hn012w?utm_flashsale=1,https://cdn.tgdd.vn/Products/Images/44/322269/asus-tuf-gaming-a15-fa506nf-r5-hn012w-thumb-600x600.jpg,16,512,SSD ,4.9,3100.0,20990000,16
Laptop Lenovo IdeaPad Slim 5 14IMH9 Ultra 5 125H/16GB/512GB/Win11 (83DA001NVN),Lenovo,20990000,https://www.thegioididong.com/laptop/lenovo-ideapad-slim-5-14imh9-ultra-5-83da001nvn,https://cdn.tgdd.vn/Products/Images/44/327049/lenovo-ideapad-slim-5-14imh9-ultra-5-83da001nvn-thumb-600x600.jpg,16,512,SSD ,5.0,119.0,22690000,7
Laptop Lenovo ThinkBook 16 G6 i5 13420H/16GB/512GB/Win11 (21KH00Q0VN),Lenovo,18690000,https://www.thegioididong.com/laptop/lenovo-thinkbook-16-g6-i5-21kh00q0vn,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/332369/lenovo-thinkbook-16-g6-i5-21kh00q0vn-thumb-638679566432684609-600x600.jpg,16,512,SSD ,5.0,30.0,20590000,9
Laptop MSI Modern 15 F13MG i5 1335U/16GB/512GB/Túi/Win11 (082VN),MSI,15690000,https://www.thegioididong.com/laptop/msi-modern-15-f13mg-i5-082vn,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/331362/msi-modern-15-f13mg-i5-082vn-thumb-638654957069795077-600x600.jpg,16,512,SSD ,5.0,3.0,17190000,8
Laptop Lenovo V14 Core 5 120U/16GB/512GB/Win11 (83HD0001VN),Lenovo,18190000,https://www.thegioididong.com/laptop/lenovo-v14-core-5-83hd0001vn,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/329736/lenovo-v14-core-5-83hd0001vn-thumb-638622541762968286-600x600.jpg,16,512,SSD ,5.0,23.0,19490000,6
Laptop Acer Gaming Nitro AN515 58 773Y i7 12700H/16GB/512GB/4GB RTX3050Ti/144Hz/Win11 (NH.QFKSV.001.16G),Acer,22390000,https://www.thegioididong.com/laptop/acer-nitro-an515-58-773y-i7-12700h-nhqfksv00116g?utm_flashsale=1,https://cdn.tgdd.vn/Products/Images/44/329337/acer-nitro-an515-58-773y-i7-12700h-nhqfksv00116g-260824-111846-600x600.jpg,16,512,SSD ,5.0,614.0,33790000,33
Laptop Acer Aspire Lite 15 51M 55NB i5 1155G7/8GB/512GB/Win11 (NX.KRSSV.001),Acer,11290000,https://www.thegioididong.com/laptop/acer-aspire-lite-15-51m-55nb-i5-nxkrssv001,https://cdn.tgdd.vn/Products/Images/44/324735/acer-aspire-lite-15-51m-55nb-i5-nxkrssv001-thumb-600x600.jpg,8,512,SSD ,4.9,1500.0,12990000,13
Laptop Dell Inspiron 15 3520 i5 1235U/8GB/512GB/120Hz/OfficeHS/Win11 (i5U085W11BLU),Dell,14490000,https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i5u085w11blu,https://cdn.tgdd.vn/Products/Images/44/296921/dell-inspiron-15-3520-i5u085w11blu-ab-thumb-600x600.jpg,8,512,SSD ,4.9,4200.0,15490000,6
Laptop Asus Gaming TUF A15 FA507NUR R7 7435HS/16GB/512GB/6GB RTX4050/144Hz/Win11 (LP057W),Asus,24990000,https://www.thegioididong.com/laptop/asus-fa507nur-r7-lp057w,https://cdn.tgdd.vn/Products/Images/44/327872/asus-fa507nur-r7-lp057w-thumb-600x600.jpg,16,512,SSD ,5.0,364.0,28490000,12
Laptop Asus Zenbook 14 OLED UX3405MA Ultra 7 155H/32GB/1TB/120Hz/Túi/Win11 (PP152W),Asus,31990000,https://www.thegioididong.com/laptop/asus-zenbook-14-oled-ux3405ma-ultra-7-pp152w,https://cdn.tgdd.vn/Products/Images/44/321468/asus-zenbook-14-oled-ux3405ma-ultra-7-pp152w-thumb-600x600.jpg,32,1024,SSD ,5.0,427.0,34990000,8
Laptop Dell Inspiron 15 3520 i5 1235U/8GB/512GB/120Hz/OfficeHS/KYHD/Win11 (71027003),Dell,14490000,https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i5-71027003,https://cdn.tgdd.vn/Products/Images/44/321193/dell-inspiron-15-3520-i5-71027003-glr-thumb-600x600.jpg,8,512,SSD ,4.9,1700.0,15490000,6
Laptop HP 240 G9 i5 1235U/16GB/512GB/Win11 (9T2G2PT),HP,15890000,https://www.thegioididong.com/laptop/hp-240-g9-i5-9t2g2pt?utm_flashsale=1,https://cdn.tgdd.vn/Products/Images/44/327405/hp-240-g9-i5-9t2g2pt-thumb-600x600.jpg,16,512,SSD ,5.0,976.0,19590000,18
Laptop Acer Gaming Nitro V ANV15 51 55CA i5 13420H/16GB/512GB/6GB RTX4050/144Hz/Win11 (NH.QN8SV.004),Acer,23990000,https://www.thegioididong.com/laptop/acer-nitro-v-anv15-51-55ca-i5-nhqn8sv004,https://cdn.tgdd.vn/Products/Images/44/325697/acer-nitro-v-anv15-51-55ca-i5-nhqn8sv004-thumb-600x600.jpg,16,512,SSD ,5.0,276.0,27990000,14
Laptop Apple MacBook Air 13 inch M2 16GB/512GB/10GPU,MacBook,27990000,https://www.thegioididong.com/laptop/apple-macbook-air-m2-2022-16gb,https://cdn.tgdd.vn/Products/Images/44/289441/apple-macbook-air-m2-2022-16gb-600x600.jpg,16,512,SSD ,4.9,1200.0,29990000,6
Laptop HP 15s fq5162TU i5 1235U/8GB/512GB/Win11 (7C134PA),HP,15690000,https://www.thegioididong.com/laptop/hp-15s-fq5162tu-i5-7c134pa?utm_flashsale=1,https://cdn.tgdd.vn/Products/Images/44/302532/hp-15s-fq5162tu-i5-7c134pa-thumb-600x600.jpg,8,512,SSD ,4.9,3600.0,18890000,16
Laptop Lenovo Ideapad Slim 5 16IMH9 Ultra 5 125H/16GB/512GB/120Hz/Win11 (83DC001RVN),Lenovo,21990000,https://www.thegioididong.com/laptop/lenovo-ideapad-slim-5-16imh9-ultra-5-83dc001rvn,https://cdn.tgdd.vn/Products/Images/44/326498/lenovo-ideapad-slim-5-16imh9-ultra-5-83dc001rvn-thumb-600x600.jpg,16,512,SSD ,5.0,73.0,23690000,7
Laptop MSI Modern 14 C13M i5 1335U/16GB/512GB/Win11 (611VN),MSI,13690000,https://www.thegioididong.com/laptop/msi-modern-14-c13m-i5-611vn,https://cdn.tgdd.vn/Products/Images/44/327710/msi-modern-14-c13m-i5-611vn-thumb-laptop-600x600.jpg,16,512,SSD ,5.0,430.0,18490000,25
Laptop Acer Aspire Lite AL16 51P 596H i5 1235U/8GB/512GB/Win11 (NX.KWZSV.002),Acer,12790000,https://www.thegioididong.com/laptop/acer-aspire-lite-al16-51p-596h-i5-nxkwzsv002,https://cdn.tgdd.vn/Products/Images/44/327508/acer-aspire-lite-al16-51p-596h-i5-nxkwzsv002-thumb-600x600.jpg,8,512,SSD ,5.0,492.0,13990000,8
Laptop Dell Vostro 3530 i5 1335U/16GB/512GB/120Hz/OfficeHS/Win11 (80GG93),Dell,18490000,https://www.thegioididong.com/laptop/dell-vostro-3530-i5-80gg93,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/328473/dell-vostro-3530-i5-80gg93-thumb-638666780240448607-600x600.jpg,16,512,SSD ,4.9,1200.0,19990000,7
Laptop MSI Thin 15 B13UC i7 13620H/32GB/512GB/4GB RTX3050/144Hz/Balo/Win11 (1411VN),MSI,21690000,https://www.thegioididong.com/laptop/msi-thin-15-b13uc-i7-1411vn,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/330932/msi-thin-15-b13uc-i7-1411vn-thumb-638644314190953822-600x600.jpg,32,512,SSD ,4.9,131.0,21990000,0
Laptop Dell Inspiron 15 3530 i7 1355U/16GB/1TB/120Hz/OfficeHS/Win11 (P16WD),Dell,21990000,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i7-p16wd,https://cdn.tgdd.vn/Products/Images/44/325247/dell-inspiron-15-3530-i7-p16wd-thumb-600x600.jpg,16,1024,SSD ,4.9,1300.0,23490000,6
Laptop Asus TUF Gaming F15 FX507VU i7 13620H/16GB/512GB/6GB RTX4050/144Hz/Win11 (LP186W),Asus,28190000,https://www.thegioididong.com/laptop/asus-fx507vu-i7-lp186w,https://cdn.tgdd.vn/Products/Images/44/327898/asus-fx507vu-i7-lp186w-120724-044307-600x600.jpg,16,512,SSD ,5.0,249.0,29990000,6
"Laptop Asus TUF Gaming F15 FX507VV i7 13620H/16GB/512GB/8GB RTX4060/15.6""F/144Hz/Win11 (LP151W)",Asus,29990000,https://www.thegioididong.com/laptop/asus-fx507vv-i7-lp151w,https://cdn.tgdd.vn/Products/Images/44/327899/asus-fx507vv-i7-lp151w-thumb-600x600.jpg,16,512,SSD ,5.0,284.0,31990000,6
Laptop Lenovo Gaming LOQ 15IAX9 i5 12450HX/24GB/512GB/4GB RTX2050/144Hz/Win11 (83GS00DBVN),Lenovo,20690000,https://www.thegioididong.com/laptop/lenovo-loq-15iax9-i5-83gs00dbvn,https://cdn.tgdd.vn/Products/Images/44/328483/lenovo-loq-15iax9-i5-83gs00dbvn-thumb-600x600.jpg,24,512,SSD ,5.0,248.0,23490000,11
Laptop HP 240 G9 i5 1235U/8GB/512GB/Win11 (6L1Y2PA),HP,13990000,https://www.thegioididong.com/laptop/hp-240-g9-i5-6l1y2pa?utm_flashsale=1,https://cdn.tgdd.vn/Products/Images/44/285963/hp-240-g9-i5-6l1y2pa-thumb-1-600x600.jpg,8,512,SSD ,4.9,3200.0,18590000,24
Laptop HP Envy x360 14 fc0162TU Ultra 5 125U/16GB/512GB/Touch/Pen/OfficeHS/Win11 (AY8X1PA),HP,28690000,https://www.thegioididong.com/laptop/hp-envy-x360-14-fc0162tu-ultra-5-ay8x1pa,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/331506/hp-envy-x360-14-fc0162tu-ultra-5-ay8x1pa-thumb-638659854898005065-600x600.jpg,16,512,SSD ,5.0,55.0,29890000,0
Laptop Acer Swift Go SFG14 71 74CP i7 13700H/16GB/512GB/OfficeHS/Win11 (NX.KPZSV.004),Acer,19690000,https://www.thegioididong.com/laptop/acer-swift-go-sfg14-71-74cp-i7-nxkpzsv004,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/330163/acer-swift-go-sfg14-71-74cp-i7-nxkpzsv004-thumb-638628551393105328-600x600.jpg,16,512,SSD ,5.0,182.0,28690000,31
Laptop Acer Aspire 5 A515 58M 56YX i5 13420H/16GB/512GB/Win11 (NX.KQ8SV.005),Acer,14190000,https://www.thegioididong.com/laptop/acer-aspire-5-a515-58m-56yx-i5-nxkq8sv005,https://cdn.tgdd.vn/Products/Images/44/323587/acer-aspire-5-a515-58m-56yx-i5-nxkq8sv005-290624-013508-600x600.png,16,512,SSD ,4.9,1000.0,17490000,18
Laptop Dell Vostro 15 3520 i5 1235U/16GB/512GB/120Hz/OfficeHS/Win11 (V3520-i5U165W11GRU),Dell,16490000,https://www.thegioididong.com/laptop/dell-vostro-15-3520-i5-v3520i5u165w11gru,https://cdn.tgdd.vn/Products/Images/44/327982/dell-vostro-15-3520-i5-v3520i5u165w11gru-thumb-600x600.jpg,16,512,SSD ,5.0,1000.0,16990000,0
Laptop Asus Vivobook 15 OLED A1505VA i5 13500H/16GB/512GB/120Hz/Win11 (MA467W),Asus,19390000,https://www.thegioididong.com/laptop/asus-vivobook-15-oled-a1505va-i5-ma467w,https://cdn.tgdd.vn/Products/Images/44/328949/asus-vivobook-15-oled-a1505va-i5-ma467w-thumb-600x600.jpg,16,512,SSD ,4.9,532.0,20990000,7
Laptop Asus TUF Gaming F15 FX507ZC4 i5 12500H/16GB/1TB/4GB RTX3050/144Hz/Win11 (HN229W),Asus,21990000,https://www.thegioididong.com/laptop/asus-tuf-gaming-f15-fx507zc4-i5-hn229w?utm_flashsale=1,https://cdn.tgdd.vn/Products/Images/44/317709/asus-tuf-gaming-f15-fx507zc4-i5-hn229w-thumb-600x600.jpg,16,1024,SSD ,4.9,2600.0,25990000,15
Laptop Dell Inspiron 14 5440 Core 7 150U/16GB/512GB/OfficeHS/Win11 (N4I7204W1),Dell,24490000,https://www.thegioididong.com/laptop/dell-inspiron-14-5440-core-7-n4i7204w1,https://cdn.tgdd.vn/Products/Images/44/325244/dell-inspiron-14-5440-core-7-n4i7204w1-thumb-600x600.jpg,16,512,SSD ,5.0,477.0,25990000,5
Laptop Lenovo Ideapad Slim 5 14IMH9 Ultra 7 155H/32GB/512GB/Win11 (83DA001YVN),Lenovo,25990000,https://www.thegioididong.com/laptop/lenovo-ideapad-slim-5-14imh9-ultra-7-83da001yvn,https://cdn.tgdd.vn/Products/Images/44/326558/lenovo-ideapad-slim-5-14imh9-ultra-7-83da001yvn-thumb-600x600.jpg,32,512,SSD ,5.0,49.0,27690000,6
Laptop Acer Swift Go SFG14 71 513F i5 13500H/16GB/512GB/OfficeHS/Win11 (NX.KPZSV.003),Acer,17290000,https://www.thegioididong.com/laptop/acer-swift-go-sfg14-71-513f-i5-nxkpzsv003,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/330164/acer-swift-go-sfg14-71-513f-i5-nxkpzsv003-thumb-638685610350760428-600x600.jpg,16,512,SSD ,5.0,293.0,24590000,29
Laptop MSI Gaming Cyborg 14 A13VE i7 13620H/16GB/512GB/6GB RTX4050/144Hz/Balo/Win11 (090VN),MSI,25690000,https://www.thegioididong.com/laptop/msi-cyborg-14-a13ve-i7-090vn,https://cdn.tgdd.vn/Products/Images/44/325586/msi-cyborg-14-a13ve-i7-090vn-thumb-600x600.jpg,16,512,SSD ,5.0,67.0,27990000,8
Laptop HP Envy x360 14 fc0089TU Ultra 7 155U/16GB/512GB/Touch/Pen/Win11 (A19BZPA),HP,32190000,https://www.thegioididong.com/laptop/hp-envy-x360-14-fc0089tu-ultra-7-a19bzpa,https://cdn.tgdd.vn/Products/Images/44/326824/hp-envy-x360-14-fc0089tu-ultra-7-a19bzpa-thumb-600x600.jpg,16,512,SSD ,5.0,155.0,33490000,0
Laptop Dell Inspiron 15 3520 i7 1255U/16GB/512GB/120Hz/OfficeHS/KYHD/Win11 (25P2315),Dell,19990000,https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i7-25p2315,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/333103/dell-inspiron-15-3520-i7-25p2315-thumb-638702054657629425-600x600.jpg,16,512,SSD ,5.0,25.0,21090000,5
Laptop Dell Inspiron 15 3520 i5 1235U/8GB/512GB/120Hz/OfficeHS/Win11 (N3520-i5U085W11SLU),Dell,14990000,https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i5-n3520-i5u085w11slu,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/330075/dell-inspiron-15-3520-i5-n3520-i5u085w11slu-thumb-638627945571840016-600x600.jpg,8,512,SSD ,5.0,348.0,15690000,0
Laptop Acer Nitro V 15 ANV15 41 R1JY R5 6600H/16GB/512GB/6GB RTX3050/165Hz/Win11 (NH.QPFSV.001),Acer,21190000,https://www.thegioididong.com/laptop/acer-nitro-v-15-anv15-41-r1jy-r5-nhqpfsv001,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/333427/acer-nitro-v-15-anv15-41-r1jy-r5-nhqpfsv001thumb-638717548702344902-600x600.jpg,16,512,SSD ,5.0,15.0,22490000,5
Laptop Asus Vivobook S 16 OLED S5606MA Ultra 5 125H/16GB/512GB/120Hz/Win11 (MX050W),Asus,24690000,https://www.thegioididong.com/laptop/asus-vivobook-s-16-oled-s5606ma-ultra-5-mx050w,https://cdn.tgdd.vn/Products/Images/44/325479/asus-vivobook-s-16-oled-s5606ma-ultra-5-mx050w-thumb-600x600.jpg,16,512,SSD ,4.9,734.0,27990000,11
Laptop Acer Aspire 5 A514 56P 54TN i5 1335U/8GB/512GB/Win11 (NX.KHRSV.004),Acer,13490000,https://www.thegioididong.com/laptop/acer-aspire-5-a514-56p-54tn-i5-nxkhrsv004,https://cdn.tgdd.vn/Products/Images/44/322003/acer-aspire-5-a514-56p-54tn-i5-nxkhrsv004-thumb-1-600x600.jpg,8,512,SSD ,5.0,257.0,15990000,15
Laptop Asus Vivobook 15 X1504VA i7 1355U/16GB/512GB/Win11 (NJ023W),Asus,19990000,https://www.thegioididong.com/laptop/asus-vivobook-15-x1504va-nj023w,https://cdn.tgdd.vn/Products/Images/44/305009/asus-vivobook-15-x1504va-nj023w-thumb-600x600.jpg,16,512,SSD ,4.9,1600.0,22990000,13
Laptop HP Pavilion X360 14 ek2027TU Core 7 150U/16GB/512GB/Touch/Pen/Win11 (9Z2V9PA),HP,27390000,https://www.thegioididong.com/laptop/hp-pavilion-x360-14-ek2027tu-core-7-9z2v9pa,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/326831/hp-pavilion-x360-14-ek2027tu-core-7-9z2v9pa-thumb-638647621501856450-600x600.jpg,16,512,SSD ,5.0,259.0,28290000,0
Laptop Acer Gaming Nitro 5 Tiger AN515 58 769J i7 12700H/8GB/512GB/4GB RTX3050/144Hz/Win11 (NH.QFHSV.003),Acer,21490000,https://www.thegioididong.com/laptop/acer-nitro-5-an515-58-769j-i7-nhqfhsv003,https://cdn.tgdd.vn/Products/Images/44/313332/acer-nitro-5-an515-58-769j-i7-nhqfhsv003-thumb-600x600.jpg,8,512,SSD ,4.9,2000.0,31790000,32
Laptop MSI Gaming Stealth 14 AI Studio A1VFG Ultra 7 155H/32GB/1TB/8GB RTX4060/120Hz/Balo/Tai nghe/Móc chìa khóa/Chuột/Lót chuột/Win11 (085VN),MSI,46690000,https://www.thegioididong.com/laptop/msi-stealth-14-ai-studio-a1vfg-ultra-7-085vn,https://cdn.tgdd.vn/Products/Images/44/325588/msi-stealth-14-ai-studio-a1vfg-ultra-7-085vn-thumb-600x600.jpg,32,1024,SSD ,5.0,10.0,51990000,10
Laptop Lenovo Gaming Legion Pro 5 16IRX9 i9 14900HX/32GB/1TB/8GB RTX4060/240Hz/Win11 (83DF0047VN),Lenovo,46690000,https://www.thegioididong.com/laptop/lenovo-legion-pro-5-16irx9-i9-83df0047vn,https://cdn.tgdd.vn/Products/Images/44/326497/lenovo-legion-pro-5-16irx9-i9-83df0047vn-thumb-600x600.jpg,32,1024,SSD ,5.0,53.0,49990000,6
Laptop Lenovo Yoga Slim 7 14IMH9 Ultra 7 155H/32GB/1TB/OfficeHS/Win11 (83CV001VVN),Lenovo,30090000,https://www.thegioididong.com/laptop/lenovo-yoga-7-14imh9-ultra7-83cv001vvn,https://cdn.tgdd.vn/Products/Images/44/325512/lenovo-yoga-7-14imh9-ultra7-83cv001vvn-120824-094532-600x600.jpg,32,1024,SSD ,5.0,89.0,31990000,5
Laptop Dell Inspiron 15 3530 i5 1334U/16GB/512GB/120Hz/OfficeHS/KYHD/Win11 (71043885),Dell,18490000,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i5-71043885,https://cdn.tgdd.vn/Products/Images/44/328945/dell-inspiron-15-3530-i5-71043885-thumb-600x600.jpg,16,512,SSD ,5.0,456.0,19990000,7
Laptop Asus Gaming Vivobook K3605ZU i5 12500H/16GB/512GB/6GB RTX4050/144Hz/Win11 (RP296W),Asus,22690000,https://www.thegioididong.com/laptop/asus-gaming-vivobook-k3605zu-i5-rp296w,https://cdn.tgdd.vn/Products/Images/44/328951/asus-gaming-vivobook-k3605zu-i5-rp296w-thumb-600x600.jpg,16,512,SSD ,5.0,222.0,25490000,10
Laptop Dell Inspiron 16 5640 Core 7 150U/16GB/1TB/OfficeHS/Win11 (N5640-C7U161W11IBU),Dell,25990000,https://www.thegioididong.com/laptop/dell-inspiron-16-5640-core-7-n5640c7u161w11ibu,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/326863/dell-inspiron-16-5640-core-7-n5640c7u161w11ibu-thumb-638622515372457211-600x600.jpg,16,1024,SSD ,5.0,469.0,27490000,5
Laptop Acer Gaming Nitro V ANV15 51 58AN i5 13420H/8GB/512GB/4GB RTX2050/144Hz/Win11 (NH.QNASV.001),Acer,16690000,https://www.thegioididong.com/laptop/acer-nitro-v-anv15-51-58an-i5-nhqnasv001,https://cdn.tgdd.vn/Products/Images/44/323746/acer-nitro-v-anv15-51-58an-i5-nhqnasv001-thumb-600x600.jpg,8,512,SSD ,5.0,182.0,21490000,22
Laptop HP Envy x360 14 fc0094TU Ultra 5 125U/16GB/512GB/Touch/Pen/Win11 (A19C4PA),HP,28290000,https://www.thegioididong.com/laptop/hp-envy-x360-14-fc0094tu-ultra-5-a19c4pa,https://cdn.tgdd.vn/Products/Images/44/326823/hp-envy-x360-14-fc0094tu-ultra-5-a19c4pa-thumb-1-600x600.jpg,16,512,SSD ,5.0,396.0,29490000,0
Laptop Lenovo V15 G4 IRU i5 1335U/16GB/512GB/Win11 (83A1000LVN),Lenovo,16690000,https://www.thegioididong.com/laptop/lenovo-v15-g4-iru-i5-83a1000lvn,https://cdn.tgdd.vn/Products/Images/44/314257/lenovo-v15-g4-iru-i5-83a1000lvn-thumb-1-600x600.jpg,16,512,SSD ,4.9,411.0,17990000,7
